$Flow file for segment 34,,,,
To the right of the sum of flows are individual flows starting with QWD then QSTR,,,,
JDAY,PH,Spill,Fish,
6391.5,91.97,28.85,1.27,6/30/2017
6392.5,118.91,0.15,1.27,7/1/2017
6393.5,117,0.05,1.27,7/2/2017
6394.5,105.69,0,1.27,7/3/2017
6395.5,106.56,0,1.27,7/4/2017
6396.5,106.21,0.15,1.27,7/5/2017
6397.5,105.58,0,1.27,7/6/2017
6398.5,107.11,0,1.27,7/7/2017
6399.5,105.59,0,1.27,7/8/2017
6400.5,106.38,0.01,1.27,7/9/2017
6401.5,106.15,0,1.27,7/10/2017
6402.5,106.92,0.03,1.27,7/11/2017
6403.5,99.59,5.34,1.27,7/12/2017
6404.5,106.89,0,1.27,7/13/2017
6405.5,106.1,0,1.27,7/14/2017
6406.5,105.17,0.04,1.27,7/15/2017
6407.5,107.72,0,1.27,7/16/2017
6408.5,105.47,0.05,1.27,7/17/2017
6409.5,108.35,0,1.27,7/18/2017
6410.5,104.8,0.01,1.27,7/19/2017
6411.5,106.83,0.01,1.27,7/20/2017
6412.5,106.29,0.02,1.27,7/21/2017
6413.5,107.41,0,1.27,7/22/2017
6414.5,106.03,0.11,1.27,7/23/2017
6415.5,106.82,0,1.27,7/24/2017
6416.5,107.09,0.05,1.27,7/25/2017
6417.5,107.95,0.03,1.27,7/26/2017
6418.5,108.45,0,1.27,7/27/2017
6419.5,104.48,0,1.27,7/28/2017
6420.5,107.96,0.31,1.27,7/29/2017
6421.5,105.71,0.18,1.27,7/30/2017
6422.5,107.26,0.02,1.27,7/31/2017
6423.5,107.06,0.02,1.27,8/1/2017
6424.5,105.03,0,1.27,8/2/2017
6425.5,84.81,23.78,1.27,8/3/2017
6426.5,104.62,0.2,1.27,8/4/2017
6427.5,105.85,0,1.27,8/5/2017
6428.5,106.8,0.01,1.27,8/6/2017
6429.5,104.66,0,1.27,8/7/2017
6430.5,107.56,0.12,1.27,8/8/2017
6431.5,106.05,0.25,1.27,8/9/2017
6432.5,105.26,0.12,1.27,8/10/2017
6433.5,108.13,0.12,1.27,8/11/2017
6434.5,104.58,0.14,1.27,8/12/2017
6435.5,100.98,0,1.27,8/13/2017
6436.5,81.31,22.21,1.27,8/14/2017
6437.5,77.34,25.29,1.27,8/15/2017
6438.5,101.13,0.08,1.27,8/16/2017
6439.5,104.46,0.01,1.27,8/17/2017
6440.5,103.38,0.05,1.27,8/18/2017
6441.5,103.32,0.1,1.27,8/19/2017
6442.5,101.74,0,1.27,8/20/2017
6443.5,102.41,0.07,1.27,8/21/2017
6444.5,102.98,0,1.27,8/22/2017
6445.5,101.8,0.02,1.27,8/23/2017
6446.5,104.17,0,1.27,8/24/2017
6447.5,101.3,0.09,1.27,8/25/2017
6448.5,101.68,0.05,1.27,8/26/2017
6449.5,102.74,0.14,1.27,8/27/2017
6450.5,104.63,0.03,1.27,8/28/2017
6451.5,103.36,0.09,1.27,8/29/2017
6452.5,98.21,3.71,1.27,8/30/2017
6453.5,101.01,0.11,1.27,8/31/2017
6454.5,103.88,0,1.27,9/1/2017
6455.5,102.95,0,1.27,9/2/2017
6456.5,102.09,0,1.27,9/3/2017
6457.5,100.8,0.04,1.27,9/4/2017
6458.5,102.44,0,1.27,9/5/2017
6459.5,99.49,0,1.27,9/6/2017
6460.5,103.78,0,1.27,9/7/2017
6461.5,39.97,61.76,1.27,9/8/2017
6462.5,19.35,83.15,1.27,9/9/2017
6463.5,19.04,83.26,1.27,9/10/2017
6464.5,61.65,40.59,1.27,9/11/2017
6465.5,99.4,0,1.27,9/12/2017
6466.5,98.28,0,1.27,9/13/2017
6467.5,95.33,3.99,1.27,9/14/2017
6468.5,100.25,0,1.27,9/15/2017
6469.5,101.31,0,1.27,9/16/2017
6470.5,100.05,0,1.27,9/17/2017
6471.5,101.32,0,1.27,9/18/2017
6472.5,101.94,0,1.27,9/19/2017
6473.5,101.23,0,1.27,9/20/2017
6474.5,64.09,0,1.27,9/21/2017
6475.5,96.97,4.65,1.27,9/22/2017
6476.5,100.13,0,1.27,9/23/2017
6477.5,101.01,0,1.27,9/24/2017
6478.5,100.84,0,1.27,9/25/2017
6479.5,101.53,0,1.27,9/26/2017
6480.5,98.15,0,1.27,9/27/2017
6481.5,100.1,0,1.27,9/28/2017
6482.5,101.49,0,1.27,9/29/2017
6483.5,101.54,0.03,1.27,9/30/2017
6484.5,99.23,0.04,1.27,10/1/2017
6485.5,98.24,0,1.27,10/2/2017
6486.5,91.56,0,1.27,10/3/2017
6487.5,90.24,0,1.27,10/4/2017
6488.5,87.88,0,1.27,10/5/2017
6489.5,83.16,0,1.27,10/6/2017
6490.5,82.66,0,1.27,10/7/2017
6491.5,80.66,0,1.27,10/8/2017
6492.5,77.6,0,1.27,10/9/2017
6493.5,77.6,0,1.27,10/10/2017
6494.5,72.04,0,1.27,10/11/2017
6495.5,71.86,0,1.27,10/12/2017
6496.5,68.68,0,1.27,10/13/2017
6497.5,64.01,0,1.27,10/14/2017
6498.5,63.5,0,1.27,10/15/2017
6499.5,62.17,0,1.27,10/16/2017
6500.5,55.76,9.93,1.27,10/17/2017
6501.5,54.95,8.84,1.27,10/18/2017
6502.5,63.48,0,1.27,10/19/2017
6503.5,62.94,0,1.27,10/20/2017
6504.5,62.97,0,1.27,10/21/2017
6505.5,63.52,0,1.27,10/22/2017
6506.5,61.2,0,1.27,10/23/2017
6507.5,61.09,0,1.27,10/24/2017
6508.5,62.13,0,1.27,10/25/2017
6509.5,63.25,0,1.27,10/26/2017
6510.5,63.07,0,1.27,10/27/2017
6511.5,63.4,0,1.27,10/28/2017
6512.5,64.19,0,1.27,10/29/2017
6513.5,62.68,0,1.27,10/30/2017
6514.5,60.72,0,1.27,10/31/2017
6515.5,63.86,0,1.27,11/1/2017
6516.5,63.03,0,1.27,11/2/2017
6517.5,62.78,0,1.27,11/3/2017
6518.5,62.45,0,1.27,11/4/2017
6519.5,61.15,0,1.27,11/5/2017
6520.5,61.92,0,1.27,11/6/2017
6521.5,63.36,0,1.27,11/7/2017
6522.5,49.98,12.37,1.27,11/8/2017
6523.5,63.31,0,1.27,11/9/2017
6524.5,61.11,0,1.27,11/10/2017
6525.5,61.45,0,1.27,11/11/2017
6526.5,61.23,0,1.27,11/12/2017
6527.5,61.66,0,1.27,11/13/2017
6528.5,60.66,0,1.27,11/14/2017
6529.5,58.86,0,1.27,11/15/2017
6530.5,48.64,0,1.27,11/16/2017
6531.5,55.71,0,1.27,11/17/2017
6532.5,58.9,0,1.27,11/18/2017
6533.5,58.13,0,1.27,11/19/2017
6534.5,60.38,0.03,1.27,11/20/2017
6535.5,59.04,0,1.27,11/21/2017
6536.5,58.9,0,1.27,11/22/2017
6537.5,63.08,0,1.27,11/23/2017
6538.5,57.39,0,1.27,11/24/2017
6539.5,62.27,0,1.27,11/25/2017
6540.5,57.84,0,1.27,11/26/2017
6541.5,56.77,0,1.27,11/27/2017
6542.5,62.34,1.85,1.27,11/28/2017
6543.5,60.15,0,1.27,11/29/2017
6544.5,62.92,0,1.27,11/30/2017
6545.5,85.99,0,1.27,12/1/2017
6546.5,100.18,0,1.27,12/2/2017
6547.5,99.48,0,1.27,12/3/2017
6548.5,101.28,0,1.27,12/4/2017
6549.5,100.96,0,1.27,12/5/2017
6550.5,77.55,24.92,1.27,12/6/2017
6551.5,101.14,0,1.27,12/7/2017
6552.5,98.92,0,1.27,12/8/2017
6553.5,100.26,0,1.27,12/9/2017
6554.5,100.09,0,1.27,12/10/2017
6555.5,104.03,0,1.27,12/11/2017
6556.5,103.11,0,1.27,12/12/2017
6557.5,101.1,0,1.27,12/13/2017
6558.5,84.39,15.03,1.27,12/14/2017
6559.5,101.07,0,1.27,12/15/2017
6560.5,100.73,0,1.27,12/16/2017
6561.5,102.32,0,1.27,12/17/2017
6562.5,98.95,0,1.27,12/18/2017
6563.5,100.04,0,1.27,12/19/2017
6564.5,100.64,0,1.27,12/20/2017
6565.5,76.29,22.62,1.27,12/21/2017
6566.5,97.63,0.27,1.27,12/22/2017
6567.5,99.11,0,1.27,12/23/2017
6568.5,86.27,8.75,1.27,12/24/2017
6569.5,70.42,24.65,1.27,12/25/2017
6570.5,74.31,24.08,1.27,12/26/2017
6571.5,73.78,24.33,1.27,12/27/2017
6572.5,70.96,24.47,1.27,12/28/2017
6573.5,71.79,28.86,1.27,12/29/2017
6574.5,70.55,28.53,1.27,12/30/2017
6575.5,66.48,28.47,1.27,12/31/2017
6576.5,68.9,26.73,1.27,1/1/2018
6577.5,68.13,14.02,1.27,1/2/2018
6578.5,69.42,0,1.27,1/3/2018
6579.5,60.59,0,1.27,1/4/2018
6580.5,59.87,0,1.27,1/5/2018
6581.5,56.45,0,1.27,1/6/2018
6582.5,55.53,0,1.27,1/7/2018
6583.5,53.63,0,1.27,1/8/2018
6584.5,37.05,5.32,1.27,1/9/2018
6585.5,65.66,12.32,1.27,1/10/2018
6586.5,65.79,10.27,1.27,1/11/2018
6587.5,68.23,11.02,1.27,1/12/2018
6588.5,81.3,0,1.27,1/13/2018
6589.5,79.76,0,1.27,1/14/2018
6590.5,80.51,0,1.27,1/15/2018
6591.5,78.44,1.29,1.27,1/16/2018
6592.5,79.67,1.55,1.27,1/17/2018
6593.5,72.26,8.93,1.23,1/18/2018
6594.5,69.72,6.86,1.22,1/19/2018
6595.5,69.8,8.17,1.27,1/20/2018
6596.5,72.54,8.15,1.27,1/21/2018
6597.5,67.93,8.07,1.27,1/22/2018
6598.5,71.07,8.04,1.27,1/23/2018
6599.5,69.57,7.99,1.27,1/24/2018
6600.5,73.38,4.01,1.27,1/25/2018
6601.5,70.99,7.26,1.27,1/26/2018
6602.5,72.03,8.21,1.27,1/27/2018
6603.5,71.17,8.04,1.27,1/28/2018
6604.5,71.94,8,1.27,1/29/2018
6605.5,74.49,8.22,1.27,1/30/2018
6606.5,75.07,8.25,1.27,1/31/2018
6607.5,58.02,20.85,1.27,2/1/2018
6608.5,73.03,8.07,1.27,2/2/2018
6609.5,71.35,7.92,1.27,2/3/2018
6610.5,71.24,7.91,1.27,2/4/2018
6611.5,75.52,8.1,1.27,2/5/2018
6612.5,76.76,8.25,1.27,2/6/2018
6613.5,73.59,8.27,1.27,2/7/2018
6614.5,70.53,8.02,1.27,2/8/2018
6615.5,72.92,7.98,1.27,2/9/2018
6616.5,72.33,7.86,1.27,2/10/2018
6617.5,77.9,8.3,1.27,2/11/2018
6618.5,77.49,8.32,1.27,2/12/2018
6619.5,75.29,8.29,1.27,2/13/2018
6620.5,71.97,8.93,1.27,2/14/2018
6621.5,72.9,9.4,1.27,2/15/2018
6622.5,71.11,6.51,1.27,2/16/2018
6623.5,66.03,0,1.27,2/17/2018
6624.5,65.28,0,1.27,2/18/2018
6625.5,65.02,0,1.27,2/19/2018
6626.5,67.67,3.16,1.27,2/20/2018
6627.5,70.77,10.13,1.27,2/21/2018
6628.5,63.1,8.64,1.27,2/22/2018
6629.5,66.6,11.3,1.26,2/23/2018
6630.5,73.53,8.69,1.27,2/24/2018
6631.5,71.32,8.56,1.27,2/25/2018
6632.5,68.65,8.55,1.27,2/26/2018
6633.5,60.19,20.03,1.27,2/27/2018
6634.5,54.41,25.43,1.27,2/28/2018
6635.5,64.92,13.76,1.27,3/1/2018
6636.5,50.52,4.28,1.2,3/2/2018
6637.5,55.87,0,1.27,3/3/2018
6638.5,48.78,0,1.27,3/4/2018
6639.5,51.4,0,1.27,3/5/2018
6640.5,54.38,0,1.27,3/6/2018
6641.5,50.17,0,1.27,3/7/2018
6642.5,50.95,0,1.27,3/8/2018
6643.5,50.33,0,1.27,3/9/2018
6644.5,51.11,0,1.27,3/10/2018
6645.5,49.67,0,1.27,3/11/2018
6646.5,53.51,0,1.27,3/12/2018
6647.5,49,0,1.27,3/13/2018
6648.5,47.1,0,1.27,3/14/2018
6649.5,43.2,0,1.27,3/15/2018
6650.5,39.34,0,1.27,3/16/2018
6651.5,48.21,0,1.27,3/17/2018
6652.5,48.48,0,1.27,3/18/2018
6653.5,44.35,0,1.27,3/19/2018
6654.5,52.43,0,1.27,3/20/2018
6655.5,38.95,89.57,1.27,3/21/2018
6656.5,63.5,107.75,1.27,3/22/2018
6657.5,105.17,91.81,1.27,3/23/2018
6658.5,122.4,103.52,1.27,3/24/2018
6659.5,131.09,140.62,1.27,3/25/2018
6660.5,134.59,139.98,1.27,3/26/2018
6661.5,138.85,140.87,1.27,3/27/2018
6662.5,138.18,137.48,1.27,3/28/2018
6663.5,141.47,136.06,1.27,3/29/2018
6664.5,146.19,118.28,1.27,3/30/2018
6665.5,144.49,91.6,1.27,3/31/2018
6666.5,133.47,92.87,1.27,4/1/2018
6667.5,131.99,89.39,1.27,4/2/2018
6668.5,137.25,87,1.27,4/3/2018
6669.5,143.68,118.65,1.27,4/4/2018
6670.5,139.1,281.6,1.27,4/5/2018
6671.5,113.52,529.12,1.27,4/6/2018
6672.5,91.45,607.16,1.27,4/7/2018
6673.5,99.81,572.08,1.27,4/8/2018
6674.5,113.52,439.75,1.27,4/9/2018
6675.5,102.32,342.09,1.27,4/10/2018
6676.5,71.43,294.45,1.27,4/11/2018
6677.5,123.45,186.37,1.27,4/12/2018
6678.5,119.44,144.29,1.27,4/13/2018
6679.5,123.03,107.9,1.27,4/14/2018
6680.5,110.06,87.77,1.27,4/15/2018
6681.5,116.95,54.3,1.27,4/16/2018
6682.5,121.4,29.85,1.27,4/17/2018
6683.5,133.77,0,1.27,4/18/2018
6684.5,121.06,0.11,1.27,4/19/2018
6685.5,105.76,0,1.27,4/20/2018
6686.5,96.74,0,1.27,4/21/2018
6687.5,82.86,0,1.27,4/22/2018
6688.5,69.9,0,1.27,4/23/2018
6689.5,67.89,0,1.27,4/24/2018
6690.5,68.24,0,1.27,4/25/2018
6691.5,68.99,0,1.27,4/26/2018
6692.5,73.44,0,1.27,4/27/2018
6693.5,68.89,0,1.27,4/28/2018
6694.5,68.9,0,1.27,4/29/2018
6695.5,69.52,0,1.27,4/30/2018
6696.5,57,0,1.27,5/1/2018
6697.5,54.64,3.57,1.27,5/2/2018
6698.5,57.05,0,1.27,5/3/2018
6699.5,58.07,0,1.27,5/4/2018
6700.5,58.65,0,1.27,5/5/2018
6701.5,57,0,1.27,5/6/2018
6702.5,57.67,0,1.27,5/7/2018
6703.5,52.67,0,1.27,5/8/2018
6704.5,50.21,0,1.27,5/9/2018
6705.5,80.11,0,1.27,5/10/2018
6706.5,95.63,0,1.27,5/11/2018
6707.5,80.1,0,1.27,5/12/2018
6708.5,71.4,0,1.27,5/13/2018
6709.5,57.18,0,1.27,5/14/2018
6710.5,50.66,0,1.27,5/15/2018
6711.5,54.38,0,1.27,5/16/2018
6712.5,51.78,0,1.27,5/17/2018
6713.5,53.76,0,1.27,5/18/2018
6714.5,51.74,0,1.27,5/19/2018
6715.5,51.44,0,1.27,5/20/2018
6716.5,54.13,0,1.27,5/21/2018
6717.5,69.62,0,1.27,5/22/2018
6718.5,43.12,35.58,1.27,5/23/2018
6719.5,43.55,40.01,1.27,5/24/2018
6720.5,80.96,2.58,1.27,5/25/2018
6721.5,93.86,0,1.27,5/26/2018
6722.5,101.86,0.01,1.27,5/27/2018
6723.5,98.75,0,1.27,5/28/2018
6724.5,103.35,0,1.27,5/29/2018
6725.5,100.05,0,1.27,5/30/2018
6726.5,102.03,0,1.27,5/31/2018
6727.5,101.04,0.19,1.27,6/1/2018
6728.5,103.41,0,1.27,6/2/2018
6729.5,100.33,0.01,1.27,6/3/2018
6730.5,102.27,0.03,1.27,6/4/2018
6731.5,103.33,0.02,1.27,6/5/2018
6732.5,100.8,0,1.27,6/6/2018
6733.5,103.05,0,1.27,6/7/2018
6734.5,99.64,0,1.27,6/8/2018
6735.5,102.12,0,1.27,6/9/2018
6736.5,101.64,0,1.27,6/10/2018
6737.5,101.74,0,1.27,6/11/2018
6738.5,100.84,0,1.27,6/12/2018
6739.5,100.77,0,1.27,6/13/2018
6740.5,99.63,0.03,1.27,6/14/2018
6741.5,101.81,0,1.27,6/15/2018
6742.5,101.9,0,1.26,6/16/2018
6743.5,100.92,0,1.27,6/17/2018
6744.5,104.09,0,1.27,6/18/2018
6745.5,103.46,0,1.27,6/19/2018
6746.5,100.43,0,1.27,6/20/2018
6747.5,99.2,0,1.27,6/21/2018
6748.5,103.8,0,1.27,6/22/2018
6749.5,99.61,0,1.27,6/23/2018
6750.5,99.75,0,1.27,6/24/2018
6751.5,101.38,0,1.27,6/25/2018
6752.5,98.75,0,1.27,6/26/2018
6753.5,99.53,0,1.27,6/27/2018
6754.5,111.51,0.02,1.27,6/28/2018
6755.5,113.93,0,1.27,6/29/2018
6756.5,112.81,0.19,1.27,6/30/2018
6757.5,116.26,0.11,1.27,7/1/2018
6758.5,122.07,0.41,1.27,7/2/2018
6759.5,126.08,0.12,1.27,7/3/2018
6760.5,128.16,0.36,1.27,7/4/2018
6761.5,135.14,0.6,1.27,7/5/2018
6762.5,138.66,1.13,1.27,7/6/2018
6763.5,142.34,0.94,1.27,7/7/2018
6764.5,138.08,0.72,1.27,7/8/2018
6765.5,140.83,0.97,1.27,7/9/2018
6766.5,139.45,1.01,1.27,7/10/2018
6767.5,140.65,1.11,1.27,7/11/2018
6768.5,139.63,1.02,1.27,7/12/2018
6769.5,142.29,1.3,1.27,7/13/2018
6770.5,140.43,0.94,1.27,7/14/2018
6771.5,142.23,1.32,1.27,7/15/2018
6772.5,141.27,0.74,1.27,7/16/2018
6773.5,117.8,24.11,1.27,7/17/2018
6774.5,140.16,0.68,1.27,7/18/2018
6775.5,138.23,0.91,1.27,7/19/2018
6776.5,141.42,0.84,1.27,7/20/2018
6777.5,140.45,0.65,1.27,7/21/2018
6778.5,139.6,0.35,1.27,7/22/2018
6779.5,133.14,7.76,1.27,7/23/2018
6780.5,131.48,10.23,1.27,7/24/2018
6781.5,132.64,8.61,1.27,7/25/2018
6782.5,138.29,1.76,1.27,7/26/2018
6783.5,136.62,0.98,1.27,7/27/2018
6784.5,141.46,1.03,1.27,7/28/2018
6785.5,135.55,0,1.27,7/29/2018
6786.5,140.43,0.32,1.27,7/30/2018
6787.5,139.29,0,1.27,7/31/2018
6788.5,142.73,0,1.27,8/1/2018
6789.5,140.63,0.14,1.27,8/2/2018
6790.5,127.38,0.24,1.27,8/3/2018
6791.5,124.84,0.03,1.27,8/4/2018
6792.5,125.61,0.3,1.27,8/5/2018
6793.5,126.74,0.12,1.27,8/6/2018
6794.5,121.71,6.04,1.27,8/7/2018
6795.5,123.18,0,1.27,8/8/2018
6796.5,118.85,6.61,1.27,8/9/2018
6797.5,111.13,0,1.27,8/10/2018
6798.5,110.31,0,1.27,8/11/2018
6799.5,110.94,0,1.27,8/12/2018
6800.5,113.88,0.04,1.27,8/13/2018
6801.5,111.16,0,1.26,8/14/2018
6802.5,101.96,0,1.27,8/15/2018
6803.5,83.69,9.96,1.27,8/16/2018
6804.5,85.09,0,1.27,8/17/2018
6805.5,85.31,0,1.27,8/18/2018
6806.5,86.61,0,1.27,8/19/2018
6807.5,86.48,0,1.27,8/20/2018
6808.5,84.1,0,1.27,8/21/2018
6809.5,76.87,0,1.27,8/22/2018
6810.5,69.63,0,1.27,8/23/2018
6811.5,63.41,0,1.27,8/24/2018
6812.5,62.13,0,1.27,8/25/2018
6813.5,66.17,0,1.27,8/26/2018
6814.5,64.65,0,1.27,8/27/2018
6815.5,64.62,0,1.27,8/28/2018
6816.5,57.86,0,1.27,8/29/2018
6817.5,54.39,0,1.27,8/30/2018
6818.5,55.05,0,1.27,8/31/2018
6819.5,55.81,0,1.27,9/1/2018
6820.5,54.5,0,1.27,9/2/2018
6821.5,54.36,0,1.27,9/3/2018
6822.5,53.74,0,1.27,9/4/2018
6823.5,53.39,0,1.27,9/5/2018
6824.5,53.93,0,1.27,9/6/2018
6825.5,45.54,0,1.27,9/7/2018
6826.5,54.83,0,1.27,9/8/2018
6827.5,53.15,0,1.27,9/9/2018
6828.5,54.12,0,1.27,9/10/2018
6829.5,53.13,0,1.27,9/11/2018
6830.5,53.07,0,1.27,9/12/2018
6831.5,52.82,0,1.27,9/13/2018
6832.5,53.28,0,1.27,9/14/2018
6833.5,53.05,0,1.27,9/15/2018
6834.5,52.9,0,1.27,9/16/2018
6835.5,52.73,0,1.27,9/17/2018
6836.5,51.54,0,1.27,9/18/2018
6837.5,52.16,0.04,1.27,9/19/2018
6838.5,47.28,4.57,1.27,9/20/2018
6839.5,53.14,0,1.27,9/21/2018
6840.5,51.64,0,1.27,9/22/2018
6841.5,52.77,0,1.27,9/23/2018
6842.5,52.32,0,1.27,9/24/2018
6843.5,46.83,4.86,1.27,9/25/2018
6844.5,32.24,20.74,1.27,9/26/2018
6845.5,28.43,23.47,1.27,9/27/2018
6846.5,30.31,20.92,1.27,9/28/2018
6847.5,52.26,0,1.27,9/29/2018
6848.5,50.91,0,1.27,9/30/2018
6849.5,24.76,27.74,1.27,10/1/2018
6850.5,15.62,29.97,1.27,10/2/2018
6851.5,15.83,30.94,1.27,10/3/2018
6852.5,19.8,25.06,1.27,10/4/2018
6853.5,15.67,30.82,1.27,10/5/2018
6854.5,16.23,29.84,1.27,10/6/2018
6855.5,17.46,28.35,1.27,10/7/2018
6856.5,14.21,31.35,1.27,10/8/2018
6857.5,15.91,29.63,1.27,10/9/2018
6858.5,15,30.62,1.27,10/10/2018
6859.5,15.32,33.78,1.27,10/11/2018
6860.5,17.38,29.04,1.27,10/12/2018
6861.5,16.08,30.77,1.27,10/13/2018
6862.5,15.43,31.73,1.27,10/14/2018
6863.5,15.99,30.41,1.27,10/15/2018
6864.5,31.75,16.13,1.27,10/16/2018
6865.5,48.93,0,1.27,10/17/2018
6866.5,48.2,0,1.27,10/18/2018
6867.5,48.07,0,1.27,10/19/2018
6868.5,47.67,0,1.27,10/20/2018
6869.5,47.49,0,1.27,10/21/2018
6870.5,48.46,0,1.27,10/22/2018
6871.5,50.67,0,1.27,10/23/2018
6872.5,47.87,0,1.27,10/24/2018
6873.5,49.28,0,1.27,10/25/2018
6874.5,46.65,0,1.27,10/26/2018
6875.5,48.03,0,1.27,10/27/2018
6876.5,48.5,0,1.27,10/28/2018
6877.5,48.63,0,1.27,10/29/2018
6878.5,51.38,0,1.27,10/30/2018
6879.5,47.03,0,1.27,10/31/2018
6880.5,56.24,0,1.27,11/1/2018
6881.5,55.64,0,1.27,11/2/2018
6882.5,56.74,0,1.27,11/3/2018
6883.5,55.46,0,1.27,11/4/2018
6884.5,53.6,0,1.27,11/5/2018
6885.5,52.89,0,1.27,11/6/2018
6886.5,49.53,5.16,1.27,11/7/2018
6887.5,49.22,4.51,1.27,11/8/2018
6888.5,52.44,0,1.27,11/9/2018
6889.5,53.4,0,1.27,11/10/2018
6890.5,53.61,0,1.27,11/11/2018
6891.5,52.12,0,1.27,11/12/2018
6892.5,48.36,3.44,1.27,11/13/2018
6893.5,55.65,0.05,1.27,11/14/2018
6894.5,53.96,0,1.27,11/15/2018
6895.5,53.99,2.85,1.27,11/16/2018
6896.5,55.62,0,1.27,11/17/2018
6897.5,56.02,0,1.27,11/18/2018
6898.5,41.09,0,1.27,11/19/2018
6899.5,51.92,3.13,1.27,11/20/2018
6900.5,47.59,0,1.27,11/21/2018
6901.5,47.29,0,1.27,11/22/2018
6902.5,48.18,2.44,1.27,11/23/2018
6903.5,49.04,0,1.27,11/24/2018
6904.5,48.45,0,1.27,11/25/2018
6905.5,36.07,10.25,1.27,11/26/2018
6906.5,37.34,14.18,1.27,11/27/2018
6907.5,53.57,0,1.27,11/28/2018
6908.5,52.43,0,1.27,11/29/2018
6909.5,50.46,2.8,1.27,11/30/2018
6910.5,52.72,0,1.27,12/1/2018
6911.5,53.13,0,1.27,12/2/2018
6912.5,51.91,2.82,1.27,12/3/2018
6913.5,53.79,0,1.27,12/4/2018
6914.5,55.77,0,1.27,12/5/2018
6915.5,55.08,0,1.27,12/6/2018
6916.5,48.83,3.96,1.27,12/7/2018
6917.5,53.08,0,1.27,12/8/2018
6918.5,53.31,0,1.27,12/9/2018
6919.5,52,0,1.27,12/10/2018
6920.5,50.39,3.64,1.27,12/11/2018
6921.5,55.28,0,1.27,12/12/2018
6922.5,52.78,0,1.27,12/13/2018
6923.5,49.6,2.39,1.27,12/14/2018
6924.5,52.71,0,1.27,12/15/2018
6925.5,49.18,0,1.27,12/16/2018
6926.5,48.41,0,1.27,12/17/2018
6927.5,52.4,0,1.27,12/18/2018
6928.5,51.6,0,1.27,12/19/2018
6929.5,53.37,0,1.27,12/20/2018
6930.5,42.35,10.65,1.27,12/21/2018
6931.5,52.57,0,1.27,12/22/2018
6932.5,53.18,0,1.27,12/23/2018
6933.5,50.81,0.45,1.27,12/24/2018
6934.5,48.4,0,1.27,12/25/2018
6935.5,51.39,0,1.27,12/26/2018
6936.5,44.98,5.85,1.27,12/27/2018
6937.5,51.98,0,1.27,12/28/2018
6938.5,52.16,0,1.27,12/29/2018
6939.5,50.65,0,1.27,12/30/2018
6940.5,47.55,5.16,1.27,12/31/2018
6941.5,50.15,0,1.27,1/1/2019
6942.5,53.04,0,1.27,1/2/2019
6943.5,48.84,3.35,1.27,1/3/2019
6944.5,50.63,0,1.27,1/4/2019
6945.5,50.75,0,1.27,1/5/2019
6946.5,47.23,0,1.27,1/6/2019
6947.5,44.13,0,1.27,1/7/2019
6948.5,45.16,2.96,1.27,1/8/2019
6949.5,48.85,0,1.27,1/9/2019
6950.5,49.29,0,1.27,1/10/2019
6951.5,48.66,2.38,1.27,1/11/2019
6952.5,50.05,0,1.27,1/12/2019
6953.5,49.69,0,1.27,1/13/2019
6954.5,51.19,0,1.27,1/14/2019
6955.5,45.41,4.23,1.27,1/15/2019
6956.5,38.53,2.65,1.27,1/16/2019
6957.5,32.62,0,1.27,1/17/2019
6958.5,45.71,1.79,1.27,1/18/2019
6959.5,47.44,0,1.27,1/19/2019
6960.5,49.6,0,1.27,1/20/2019
6961.5,46.97,0,1.27,1/21/2019
6962.5,37.59,9.75,1.27,1/22/2019
6963.5,10.49,43.64,1.27,1/23/2019
6964.5,20.79,31.52,1.27,1/24/2019
6965.5,21.5,29.96,1.27,1/25/2019
6966.5,18.73,32.18,1.27,1/26/2019
6967.5,22.4,28.25,1.27,1/27/2019
6968.5,25.59,25.29,1.27,1/28/2019
6969.5,24.75,25.26,1.27,1/29/2019
6970.5,25.69,26.35,1.27,1/30/2019
6971.5,22.59,27.2,1.27,1/31/2019
6972.5,22.8,29.05,1.27,2/1/2019
6973.5,36.67,9.51,1.27,2/2/2019
6974.5,30.32,16.25,1.27,2/3/2019
6975.5,31.76,9.72,1.27,2/4/2019
6976.5,25.92,20.6,1.27,2/5/2019
6977.5,35.93,22.48,1.27,2/6/2019
6978.5,38.38,57.72,1.27,2/7/2019
6979.5,31.78,99.77,1.27,2/8/2019
6980.5,92.39,90.46,1.27,2/9/2019
6981.5,168.36,32.42,1.27,2/10/2019
6982.5,128.82,95.07,1.27,2/11/2019
6983.5,165.62,192.95,1.27,2/12/2019
6984.5,157.61,321.95,1.27,2/13/2019
6985.5,163.1,385.17,1.27,2/14/2019
6986.5,166.14,375.57,1.27,2/15/2019
6987.5,165.04,378.16,1.27,2/16/2019
6988.5,169.9,351.6,1.27,2/17/2019
6989.5,169.9,246.98,1.27,2/18/2019
6990.5,169.9,163.48,1.27,2/19/2019
6991.5,169.9,112.34,1.27,2/20/2019
6992.5,169.9,83.49,1.27,2/21/2019
6993.5,169.9,86.13,1.27,2/22/2019
6994.5,169.9,86.05,1.27,2/23/2019
6995.5,169.9,86.12,1.27,2/24/2019
6996.5,169.9,81.84,1.27,2/25/2019
6997.5,168.07,302.18,1.27,2/26/2019
6998.5,169.15,425.86,1.27,2/27/2019
