$Flow file for segment 34,,,
To the right of the sum of flows are individual flows starting with QWD then QSTR,,,
JDAY,PH,Spill,Fish
6046.5,146.16,0.89,1.30
6047.5,138.00,8.38,1.30
6048.5,133.26,14.75,1.30
6049.5,131.48,14.89,1.30
6050.5,131.55,14.87,1.30
6051.5,131.99,15.09,1.30
6052.5,126.81,15.75,1.30
6053.5,129.75,17.17,1.30
6054.5,129.39,17.30,1.30
6055.5,129.39,17.29,1.30
6056.5,132.01,17.46,1.30
6057.5,126.57,17.44,1.30
6058.5,132.54,9.90,1.30
6059.5,120.89,19.20,1.30
6060.5,132.63,4.28,1.30
6061.5,138.73,0.46,1.30
6062.5,129.66,0.13,1.30
6063.5,130.53,0.00,1.30
6064.5,129.65,0.09,1.30
6065.5,126.69,0.00,1.30
6066.5,129.61,0.00,1.30
6067.5,125.48,0.00,1.30
6068.5,124.48,0.00,1.30
6069.5,123.51,0.01,1.30
6070.5,114.16,2.87,1.30
6071.5,110.42,5.18,1.30
6072.5,114.83,11.66,1.30
6073.5,113.69,0.00,1.30
6074.5,108.10,0.00,1.30
6075.5,76.33,0.00,1.30
6076.5,81.85,0.00,1.30
6077.5,69.73,0.00,1.30
6078.5,61.31,0.00,1.30
6079.5,61.38,0.00,1.30
6080.5,59.17,0.00,1.30
6081.5,61.12,0.00,1.30
6082.5,62.18,0.00,1.30
6083.5,53.06,0.00,1.30
6084.5,53.03,0.00,1.30
6085.5,52.84,0.00,1.30
6086.5,54.68,0.00,1.30
6087.5,52.84,0.00,1.30
6088.5,49.18,0.00,1.30
6089.5,50.37,0.00,1.30
6090.5,50.57,0.00,1.31
6091.5,51.44,0.00,1.31
6092.5,49.71,0.00,1.30
6093.5,54.27,0.00,1.30
6094.5,44.70,0.00,1.30
6095.5,42.58,0.00,1.30
6096.5,44.48,0.00,1.30
6097.5,44.11,0.00,1.30
6098.5,45.33,0.00,1.30
6099.5,45.48,0.00,1.30
6100.5,43.51,0.00,1.30
6101.5,40.47,0.00,1.30
6102.5,41.01,0.00,1.30
6103.5,41.11,0.00,1.30
6104.5,40.94,0.00,1.30
6105.5,41.71,0.00,1.30
6106.5,45.48,0.00,1.30
6107.5,46.60,0.00,1.30
6108.5,46.92,0.00,1.30
6109.5,46.38,0.00,1.30
6110.5,45.53,0.00,1.30
6111.5,46.07,0.00,1.30
6112.5,46.29,0.00,1.30
6113.5,45.74,0.00,1.30
6114.5,46.29,0.00,1.30
6115.5,45.98,0.00,1.30
6116.5,46.30,0.00,1.30
6117.5,46.02,0.00,1.30
6118.5,47.20,0.00,1.30
6119.5,47.37,0.00,1.30
6120.5,46.88,0.00,1.30
6121.5,46.05,0.00,1.30
6122.5,46.13,0.00,1.30
6123.5,30.87,0.00,1.30
6124.5,29.93,0.00,1.30
6125.5,29.17,0.00,1.30
6126.5,28.99,0.00,1.30
6127.5,29.24,0.00,1.30
6128.5,29.11,0.00,1.30
6129.5,30.30,0.00,1.30
6130.5,29.61,0.00,1.30
6131.5,28.28,0.00,1.30
6132.5,27.47,0.00,1.30
6133.5,27.06,0.00,1.30
6134.5,16.98,0.00,1.30
6135.5,24.69,0.00,1.30
6136.5,26.70,0.00,1.30
6137.5,28.28,0.00,1.30
6138.5,26.83,0.00,1.30
6139.5,27.91,0.00,1.30
6140.5,27.22,0.00,1.30
6141.5,26.97,0.00,1.30
6142.5,27.75,0.00,1.30
6143.5,26.72,0.00,1.30
6144.5,27.20,0.00,1.30
6145.5,27.82,0.00,1.30
6146.5,23.82,0.00,1.30
6147.5,26.24,0.00,1.30
6148.5,25.63,0.00,1.30
6149.5,25.08,0.00,1.30
6150.5,28.41,0.00,1.82
6151.5,29.47,0.00,2.41
6152.5,29.22,0.00,2.41
6153.5,29.71,0.00,2.41
6154.5,30.41,0.00,2.41
6155.5,30.41,0.00,2.41
6156.5,16.08,14.43,2.41
6157.5,10.45,19.25,2.41
6158.5,7.84,21.65,2.41
6159.5,17.56,12.20,2.41
6160.5,31.18,0.00,2.41
6161.5,30.21,0.00,2.41
6162.5,30.62,0.00,2.41
6163.5,30.53,0.00,2.41
6164.5,29.85,0.00,2.41
6165.5,29.28,0.00,2.41
6166.5,28.73,0.00,2.41
6167.5,26.84,0.00,2.41
6168.5,26.94,0.00,2.41
6169.5,24.07,0.00,2.41
6170.5,27.66,0.00,2.41
6171.5,29.47,0.00,2.41
6172.5,27.63,0.00,2.41
6173.5,29.14,0.00,2.41
6174.5,30.07,0.00,2.41
6175.5,27.17,0.00,2.41
6176.5,26.35,0.00,2.41
6177.5,29.41,0.00,2.41
6178.5,31.57,0.00,2.41
6179.5,28.65,0.00,2.41
6180.5,29.02,0.00,2.41
6181.5,30.63,0.00,2.41
6182.5,32.25,0.00,2.41
6183.5,33.16,0.00,2.41
6184.5,33.52,0.00,2.41
6185.5,33.62,0.00,2.41
6186.5,34.71,0.00,2.41
6187.5,32.88,0.00,2.41
6188.5,33.24,0.00,2.41
6189.5,24.97,0.00,2.41
6190.5,53.25,0.00,2.41
6191.5,40.83,51.44,2.41
6192.5,71.43,67.03,2.41
6193.5,77.88,204.00,2.41
6194.5,86.26,605.63,2.41
6195.5,88.79,817.43,2.41
6196.5,27.78,825.58,2.41
6197.5,38.25,814.13,2.41
6198.5,52.41,711.82,2.41
6199.5,161.07,477.87,2.41
6200.5,166.01,363.91,2.41
6201.5,153.41,252.94,2.41
6202.5,140.74,200.58,2.40
6203.5,97.53,192.88,2.41
6204.5,124.83,126.78,2.41
6205.5,132.20,88.32,2.41
6206.5,132.23,65.58,2.41
6207.5,132.31,45.63,2.41
6208.5,128.17,25.17,2.41
6209.5,130.43,17.55,2.41
6210.5,129.37,14.79,2.41
6211.5,126.74,2.73,2.41
6212.5,81.25,33.65,2.41
6213.5,75.28,27.22,2.41
6214.5,93.75,0.01,2.41
6215.5,112.68,125.84,2.41
6216.5,121.57,313.55,2.41
6217.5,122.83,553.45,2.41
6218.5,116.08,727.37,2.41
6219.5,117.76,829.91,2.41
6220.5,77.57,1194.96,2.41
6221.5,76.89,1556.30,2.41
6222.5,90.43,1470.34,2.41
6223.5,104.72,1187.43,2.41
6224.5,132.92,851.02,2.41
6225.5,148.79,760.22,2.41
6226.5,146.06,759.00,2.41
6227.5,147.13,754.11,2.41
6228.5,144.62,751.55,2.41
6229.5,120.96,771.76,2.41
6230.5,132.31,768.08,2.41
6231.5,133.15,584.37,2.41
6232.5,126.34,402.93,2.41
6233.5,124.72,298.33,2.41
6234.5,121.11,237.89,2.41
6235.5,110.63,193.16,2.41
6236.5,102.90,156.34,2.41
6237.5,110.83,122.14,2.41
6238.5,107.43,121.49,2.41
6239.5,104.13,121.37,2.41
6240.5,109.36,105.00,2.41
6241.5,122.04,70.37,2.41
6242.5,121.88,64.75,2.41
6243.5,104.32,105.31,2.41
6244.5,115.00,91.77,2.41
6245.5,129.08,217.22,2.41
6246.5,146.35,307.52,2.41
6247.5,140.59,469.78,2.41
6248.5,134.41,740.80,2.41
6249.5,136.43,828.70,2.41
6250.5,104.45,1815.72,2.41
6251.5,140.96,2133.31,2.41
6252.5,169.90,2074.70,2.41
6253.5,166.68,1948.06,2.41
6254.5,153.29,1461.90,2.40
6255.5,95.73,1001.90,2.41
6256.5,21.95,905.96,2.41
6257.5,20.72,892.83,2.41
6258.5,16.00,890.08,2.41
6259.5,19.85,905.81,2.41
6260.5,19.48,900.12,2.41
6261.5,105.65,791.49,2.41
6262.5,44.19,853.73,2.41
6263.5,23.96,886.07,2.41
6264.5,26.14,886.69,2.41
6265.5,26.90,892.52,2.41
6266.5,23.73,900.28,2.41
6267.5,23.67,897.52,2.41
6268.5,23.43,907.50,2.41
6269.5,27.14,775.25,2.41
6270.5,48.96,483.16,2.41
6271.5,18.35,414.37,2.41
6272.5,14.99,348.93,2.41
6273.5,12.58,301.77,2.41
6274.5,69.62,199.51,2.41
6275.5,154.56,80.33,2.41
6276.5,147.29,75.12,2.41
6277.5,142.51,58.40,2.41
6278.5,165.89,10.67,2.41
6279.5,100.77,60.90,2.41
6280.5,129.72,23.28,2.41
6281.5,119.64,35.95,2.41
6282.5,105.01,52.49,2.41
6283.5,113.88,45.13,2.41
6284.5,110.91,47.38,2.41
6285.5,112.69,43.19,2.41
6286.5,112.20,40.83,2.41
6287.5,80.32,73.48,2.41
6288.5,102.55,50.99,2.41
6289.5,134.44,17.71,2.41
6290.5,148.82,0.00,2.41
6291.5,150.36,1.65,2.41
6292.5,126.91,27.61,2.41
6293.5,55.66,105.64,2.41
6294.5,81.13,80.86,2.41
6295.5,110.29,46.89,2.41
6296.5,109.28,140.82,2.41
6297.5,99.44,286.03,2.41
6298.5,106.28,320.85,2.41
6299.5,104.42,260.94,2.41
6300.5,88.72,238.29,2.41
6301.5,118.90,165.51,2.41
6302.5,123.26,141.99,2.41
6303.5,120.31,143.08,2.41
6304.5,120.06,142.69,2.41
6305.5,118.04,136.31,2.41
6306.5,116.87,139.43,2.41
6307.5,101.51,144.72,2.41
6308.5,108.43,144.53,2.41
6309.5,117.74,142.71,2.41
6310.5,119.45,141.46,2.41
6311.5,103.65,179.76,2.41
6312.5,101.06,178.35,2.41
6313.5,85.03,217.80,2.41
6314.5,70.72,237.31,2.41
6315.5,94.87,207.38,2.41
6316.5,134.23,167.82,2.41
6317.5,155.83,148.88,2.41
6318.5,141.84,165.30,2.41
6319.5,140.27,243.61,2.41
6320.5,139.97,288.48,2.41
6321.5,124.66,304.84,2.41
6322.5,140.02,293.28,2.41
6323.5,139.36,302.10,2.41
6324.5,128.05,312.19,2.41
6325.5,68.74,369.80,2.41
6326.5,69.92,369.41,2.41
6327.5,63.14,373.99,2.41
6328.5,91.40,342.36,2.41
6329.5,125.70,308.65,2.41
6330.5,123.49,315.82,2.41
6331.5,74.12,361.81,2.41
6332.5,58.40,375.24,2.41
6333.5,58.26,374.00,2.41
6334.5,91.92,340.50,2.41
6335.5,140.69,283.97,2.41
6336.5,141.93,232.39,2.41
6337.5,145.26,181.27,2.41
6338.5,152.46,141.43,2.41
6339.5,152.40,118.15,2.41
6340.5,152.28,118.33,2.41
6341.5,121.85,135.10,2.41
6342.5,146.66,100.56,2.41
6343.5,148.42,100.11,2.41
6344.5,151.56,99.44,2.41
6345.5,153.09,101.50,2.41
6346.5,149.40,103.50,2.41
6347.5,146.61,123.41,2.41
6348.5,130.07,147.51,2.41
6349.5,149.98,128.39,2.41
6350.5,147.99,131.09,2.41
6351.5,149.34,130.28,2.41
6352.5,150.29,130.07,2.41
6353.5,150.11,130.12,2.41
6354.5,151.05,126.50,2.41
6355.5,150.82,94.03,2.41
6356.5,153.11,70.15,2.41
6357.5,148.01,48.67,2.41
6358.5,147.49,48.43,2.41
6359.5,147.78,48.28,2.41
6360.5,139.10,48.32,1.86
6361.5,133.13,48.07,1.64
6362.5,143.48,46.61,1.64
6363.5,153.81,46.86,1.45
6364.5,144.75,157.87,1.27
6365.5,143.07,214.27,1.27
6366.5,104.57,251.18,1.27
6367.5,119.51,242.58,1.27
6368.5,162.30,193.50,1.27
6369.5,160.56,167.41,1.27
6370.5,167.87,122.49,1.27
6371.5,154.61,88.88,1.27
6372.5,146.08,66.62,1.27
6373.5,140.56,64.85,1.27
6374.5,148.51,64.91,1.27
6375.5,143.63,63.96,1.27
6376.5,125.74,58.30,1.27
6377.5,143.79,42.02,1.27
6378.5,142.39,42.29,1.27
6379.5,139.12,41.93,1.27
6380.5,142.02,43.48,1.27
6381.5,133.93,40.71,1.27
6382.5,111.66,50.03,1.27
6383.5,136.58,8.42,1.27
6384.5,128.02,0.00,1.27
6385.5,62.71,55.98,1.27
6386.5,31.66,86.33,1.27
6387.5,34.61,83.37,1.27
6388.5,49.35,72.45,1.27
6389.5,35.01,82.45,1.27
6390.5,63.58,54.81,1.27
6391.5,91.97,28.85,1.27
6392.5,118.91,0.15,1.27
6393.5,117.00,0.05,1.27
6394.5,105.69,0.00,1.27
6395.5,106.56,0.00,1.27
6396.5,106.21,0.15,1.27
6397.5,105.58,0.00,1.27
6398.5,107.11,0.00,1.27
6399.5,105.59,0.00,1.27
6400.5,106.38,0.01,1.27
6401.5,106.15,0.00,1.27
6402.5,106.92,0.03,1.27
6403.5,99.59,5.34,1.27
6404.5,106.89,0.00,1.27
6405.5,106.10,0.00,1.27
6406.5,105.17,0.04,1.27
6407.5,107.72,0.00,1.27
6408.5,105.47,0.05,1.27
6409.5,108.35,0.00,1.27
6410.5,104.80,0.01,1.27
6411.5,106.83,0.01,1.27
6412.5,106.29,0.02,1.27
6413.5,107.41,0.00,1.27
6414.5,106.03,0.11,1.27
6415.5,106.82,0.00,1.27
6416.5,107.09,0.05,1.27
6417.5,107.95,0.03,1.27
6418.5,108.45,0.00,1.27
6419.5,104.48,0.00,1.27
6420.5,107.96,0.31,1.27
6421.5,105.71,0.18,1.27
6422.5,107.26,0.02,1.27
6423.5,107.06,0.02,1.27
6424.5,105.03,0.00,1.27
6425.5,84.81,23.78,1.27
6426.5,104.62,0.20,1.27
6427.5,105.85,0.00,1.27
6428.5,106.80,0.01,1.27
6429.5,104.66,0.00,1.27
6430.5,107.56,0.12,1.27
6431.5,106.05,0.25,1.27
6432.5,105.26,0.12,1.27
6433.5,108.13,0.12,1.27
6434.5,104.58,0.14,1.27
6435.5,100.98,0.00,1.27
6436.5,81.31,22.21,1.27
6437.5,77.34,25.29,1.27
6438.5,101.13,0.08,1.27
6439.5,104.46,0.01,1.27
6440.5,103.38,0.05,1.27
6441.5,103.32,0.10,1.27
6442.5,101.74,0.00,1.27
6443.5,102.41,0.07,1.27
6444.5,102.98,0.00,1.27
6445.5,101.80,0.02,1.27
6446.5,104.17,0.00,1.27
6447.5,101.30,0.09,1.27
6448.5,101.68,0.05,1.27
6449.5,102.74,0.14,1.27
6450.5,104.63,0.03,1.27
6451.5,103.36,0.09,1.27
6452.5,98.21,3.71,1.27
6453.5,101.01,0.11,1.27
6454.5,103.88,0.00,1.27
6455.5,102.95,0.00,1.27
6456.5,102.09,0.00,1.27
6457.5,100.80,0.04,1.27
6458.5,102.44,0.00,1.27
6459.5,99.49,0.00,1.27
6460.5,103.78,0.00,1.27
6461.5,39.97,61.76,1.27
6462.5,19.35,83.15,1.27
6463.5,19.04,83.26,1.27
6464.5,61.65,40.59,1.27
6465.5,99.40,0.00,1.27
6466.5,98.28,0.00,1.27
6467.5,95.33,3.99,1.27
6468.5,100.25,0.00,1.27
6469.5,101.31,0.00,1.27
6470.5,100.05,0.00,1.27
6471.5,101.32,0.00,1.27
6472.5,101.94,0.00,1.27
6473.5,101.23,0.00,1.27
6474.5,64.09,0.00,1.27
6475.5,96.97,4.65,1.27
6476.5,100.13,0.00,1.27
6477.5,101.01,0.00,1.27
6478.5,100.84,0.00,1.27
6479.5,101.53,0.00,1.27
6480.5,98.15,0.00,1.27
6481.5,100.10,0.00,1.27
6482.5,101.49,0.00,1.27
6483.5,101.54,0.03,1.27
6484.5,99.23,0.04,1.27
6485.5,98.24,0.00,1.27
6486.5,91.56,0.00,1.27
6487.5,90.24,0.00,1.27
6488.5,87.88,0.00,1.27
6489.5,83.16,0.00,1.27
6490.5,82.66,0.00,1.27
6491.5,80.66,0.00,1.27
6492.5,77.60,0.00,1.27
6493.5,77.60,0.00,1.27
6494.5,72.04,0.00,1.27
6495.5,71.86,0.00,1.27
6496.5,68.68,0.00,1.27
6497.5,64.01,0.00,1.27
6498.5,63.50,0.00,1.27
6499.5,62.17,0.00,1.27
6500.5,55.76,9.93,1.27
6501.5,54.95,8.84,1.27
6502.5,63.48,0.00,1.27
6503.5,62.94,0.00,1.27
6504.5,62.97,0.00,1.27
6505.5,63.52,0.00,1.27
6506.5,61.20,0.00,1.27
6507.5,61.09,0.00,1.27
6508.5,62.13,0.00,1.27
6509.5,63.25,0.00,1.27
6510.5,63.07,0.00,1.27
6511.5,63.40,0.00,1.27
6512.5,64.19,0.00,1.27
6513.5,62.68,0.00,1.27
6514.5,60.72,0.00,1.27
6515.5,63.86,0.00,1.27
6516.5,63.03,0.00,1.27
6517.5,62.78,0.00,1.27
6518.5,62.45,0.00,1.27
6519.5,61.15,0.00,1.27
6520.5,61.92,0.00,1.27
6521.5,63.36,0.00,1.27
6522.5,49.98,12.37,1.27
6523.5,63.31,0.00,1.27
6524.5,61.11,0.00,1.27
6525.5,61.45,0.00,1.27
6526.5,61.23,0.00,1.27
6527.5,61.66,0.00,1.27
6528.5,60.66,0.00,1.27
6529.5,58.86,0.00,1.27
6530.5,48.64,0.00,1.27
6531.5,55.71,0.00,1.27
6532.5,58.90,0.00,1.27
6533.5,58.13,0.00,1.27
6534.5,60.38,0.03,1.27
6535.5,59.04,0.00,1.27
6536.5,58.90,0.00,1.27
6537.5,63.08,0.00,1.27
6538.5,57.39,0.00,1.27
6539.5,62.27,0.00,1.27
6540.5,57.84,0.00,1.27
6541.5,56.77,0.00,1.27
6542.5,62.34,1.85,1.27
6543.5,60.15,0.00,1.27
6544.5,62.92,0.00,1.27
6545.5,85.99,0.00,1.27
6546.5,100.18,0.00,1.27
6547.5,99.48,0.00,1.27
6548.5,101.28,0.00,1.27
6549.5,100.96,0.00,1.27
6550.5,77.55,24.92,1.27
6551.5,101.14,0.00,1.27
6552.5,98.92,0.00,1.27
6553.5,100.26,0.00,1.27
6554.5,100.09,0.00,1.27
6555.5,104.03,0.00,1.27
6556.5,103.11,0.00,1.27
6557.5,101.10,0.00,1.27
6558.5,84.39,15.03,1.27
6559.5,101.07,0.00,1.27
6560.5,100.73,0.00,1.27
6561.5,102.32,0.00,1.27
6562.5,98.95,0.00,1.27
6563.5,100.04,0.00,1.27
6564.5,100.64,0.00,1.27
6565.5,76.29,22.62,1.27
6566.5,97.63,0.27,1.27
6567.5,99.11,0.00,1.27
6568.5,86.27,8.75,1.27
6569.5,70.42,24.65,1.27
6570.5,74.31,24.08,1.27
6571.5,73.78,24.33,1.27
6572.5,70.96,24.47,1.27
6573.5,71.79,28.86,1.27
6574.5,70.55,28.53,1.27
6575.5,66.48,28.47,1.27
6576.5,68.90,26.73,1.27
6577.5,68.13,14.02,1.27
6578.5,69.42,0.00,1.27
6579.5,60.59,0.00,1.27
6580.5,59.87,0.00,1.27
6581.5,56.45,0.00,1.27
6582.5,55.53,0.00,1.27
6583.5,53.63,0.00,1.27
6584.5,37.05,5.32,1.27
6585.5,65.66,12.32,1.27
6586.5,65.79,10.27,1.27
6587.5,68.23,11.02,1.27
6588.5,81.30,0.00,1.27
6589.5,79.76,0.00,1.27
6590.5,80.51,0.00,1.27
6591.5,78.44,1.29,1.27
6592.5,79.67,1.55,1.27
6593.5,72.26,8.93,1.23
6594.5,69.72,6.86,1.22
6595.5,69.80,8.17,1.27
6596.5,72.54,8.15,1.27
6597.5,67.93,8.07,1.27
6598.5,71.07,8.04,1.27
6599.5,69.57,7.99,1.27
6600.5,73.38,4.01,1.27
6601.5,70.99,7.26,1.27
6602.5,72.03,8.21,1.27
6603.5,71.17,8.04,1.27
6604.5,71.94,8.00,1.27
6605.5,74.49,8.22,1.27
6606.5,75.07,8.25,1.27
6607.5,58.02,20.85,1.27
6608.5,73.03,8.07,1.27
6609.5,71.35,7.92,1.27
6610.5,71.24,7.91,1.27
6611.5,75.52,8.10,1.27
6612.5,76.76,8.25,1.27
6613.5,73.59,8.27,1.27
6614.5,70.53,8.02,1.27
6615.5,72.92,7.98,1.27
6616.5,72.33,7.86,1.27
6617.5,77.90,8.30,1.27
6618.5,77.49,8.32,1.27
6619.5,75.29,8.29,1.27
6620.5,71.97,8.93,1.27
6621.5,72.90,9.40,1.27
6622.5,71.11,6.51,1.27
6623.5,66.03,0.00,1.27
6624.5,65.28,0.00,1.27
6625.5,65.02,0.00,1.27
6626.5,67.67,3.16,1.27
6627.5,70.77,10.13,1.27
6628.5,63.10,8.64,1.27
6629.5,66.60,11.30,1.26
6630.5,73.53,8.69,1.27
6631.5,71.32,8.56,1.27
6632.5,68.65,8.55,1.27
6633.5,60.19,20.03,1.27
6634.5,54.41,25.43,1.27
6635.5,64.92,13.76,1.27
6636.5,50.52,4.28,1.20
6637.5,55.87,0.00,1.27
6638.5,48.78,0.00,1.27
6639.5,51.40,0.00,1.27
6640.5,54.38,0.00,1.27
6641.5,50.17,0.00,1.27
6642.5,50.95,0.00,1.27
6643.5,50.33,0.00,1.27
6644.5,51.11,0.00,1.27
6645.5,49.67,0.00,1.27
6646.5,53.51,0.00,1.27
6647.5,49.00,0.00,1.27
6648.5,47.10,0.00,1.27
6649.5,43.20,0.00,1.27
6650.5,39.34,0.00,1.27
6651.5,48.21,0.00,1.27
6652.5,48.48,0.00,1.27
6653.5,44.35,0.00,1.27
6654.5,52.43,0.00,1.27
6655.5,38.95,89.57,1.27
6656.5,63.50,107.75,1.27
6657.5,105.17,91.81,1.27
6658.5,122.40,103.52,1.27
6659.5,131.09,140.62,1.27
6660.5,134.59,139.98,1.27
6661.5,138.85,140.87,1.27
6662.5,138.18,137.48,1.27
6663.5,141.47,136.06,1.27
6664.5,146.19,118.28,1.27
6665.5,144.49,91.60,1.27
6666.5,133.47,92.87,1.27
6667.5,131.99,89.39,1.27
6668.5,137.25,87.00,1.27
6669.5,143.68,118.65,1.27
6670.5,139.10,281.60,1.27
6671.5,113.52,529.12,1.27
6672.5,91.45,607.16,1.27
6673.5,99.81,572.08,1.27
6674.5,113.52,439.75,1.27
6675.5,102.32,342.09,1.27
6676.5,71.43,294.45,1.27
6677.5,123.45,186.37,1.27
6678.5,119.44,144.29,1.27
6679.5,123.03,107.90,1.27
6680.5,110.06,87.77,1.27
6681.5,116.95,54.30,1.27
6682.5,121.40,29.85,1.27
6683.5,133.77,0.00,1.27
6684.5,121.06,0.11,1.27
6685.5,105.76,0.00,1.27
6686.5,96.74,0.00,1.27
6687.5,82.86,0.00,1.27
6688.5,69.90,0.00,1.27
6689.5,67.89,0.00,1.27
6690.5,68.24,0.00,1.27
6691.5,68.99,0.00,1.27
6692.5,73.44,0.00,1.27
6693.5,68.89,0.00,1.27
6694.5,68.90,0.00,1.27
6695.5,69.52,0.00,1.27
6696.5,57.00,0.00,1.27
6697.5,54.64,3.57,1.27
6698.5,57.05,0.00,1.27
6699.5,58.07,0.00,1.27
6700.5,58.65,0.00,1.27
6701.5,57.00,0.00,1.27
6702.5,57.67,0.00,1.27
6703.5,52.67,0.00,1.27
6704.5,50.21,0.00,1.27
6705.5,80.11,0.00,1.27
6706.5,95.63,0.00,1.27
6707.5,80.10,0.00,1.27
6708.5,71.40,0.00,1.27
6709.5,57.18,0.00,1.27
6710.5,50.66,0.00,1.27
6711.5,54.38,0.00,1.27
6712.5,51.78,0.00,1.27
6713.5,53.76,0.00,1.27
6714.5,51.74,0.00,1.27
6715.5,51.44,0.00,1.27
6716.5,54.13,0.00,1.27
6717.5,69.62,0.00,1.27
6718.5,43.12,35.58,1.27
6719.5,43.55,40.01,1.27
6720.5,80.96,2.58,1.27
6721.5,93.86,0.00,1.27
6722.5,101.86,0.01,1.27
6723.5,98.75,0.00,1.27
6724.5,103.35,0.00,1.27
6725.5,100.05,0.00,1.27
6726.5,102.03,0.00,1.27
6727.5,101.04,0.19,1.27
6728.5,103.41,0.00,1.27
6729.5,100.33,0.01,1.27
6730.5,102.27,0.03,1.27
6731.5,103.33,0.02,1.27
6732.5,100.80,0.00,1.27
6733.5,103.05,0.00,1.27
6734.5,99.64,0.00,1.27
6735.5,102.12,0.00,1.27
6736.5,101.64,0.00,1.27
6737.5,101.74,0.00,1.27
6738.5,100.84,0.00,1.27
6739.5,100.77,0.00,1.27
6740.5,99.63,0.03,1.27
6741.5,101.81,0.00,1.27
6742.5,101.90,0.00,1.26
6743.5,100.92,0.00,1.27
6744.5,104.09,0.00,1.27
6745.5,103.46,0.00,1.27
6746.5,100.43,0.00,1.27
6747.5,99.20,0.00,1.27
6748.5,103.80,0.00,1.27
6749.5,99.61,0.00,1.27
6750.5,99.75,0.00,1.27
6751.5,101.38,0.00,1.27
6752.5,98.75,0.00,1.27
6753.5,99.53,0.00,1.27
6754.5,111.51,0.02,1.27
6755.5,113.93,0.00,1.27
6756.5,112.81,0.19,1.27
6757.5,116.26,0.11,1.27
6758.5,122.07,0.41,1.27
6759.5,126.08,0.12,1.27
6760.5,128.16,0.36,1.27
6761.5,135.14,0.60,1.27
6762.5,138.66,1.13,1.27
6763.5,142.34,0.94,1.27
6764.5,138.08,0.72,1.27
6765.5,140.83,0.97,1.27
6766.5,139.45,1.01,1.27
6767.5,140.65,1.11,1.27
6768.5,139.63,1.02,1.27
6769.5,142.29,1.30,1.27
6770.5,140.43,0.94,1.27
6771.5,142.23,1.32,1.27
6772.5,141.27,0.74,1.27
6773.5,117.80,24.11,1.27
6774.5,140.16,0.68,1.27
6775.5,138.23,0.91,1.27
6776.5,141.42,0.84,1.27
6777.5,140.45,0.65,1.27
6778.5,139.60,0.35,1.27
6779.5,133.14,7.76,1.27
6780.5,131.48,10.23,1.27
6781.5,132.64,8.61,1.27
6782.5,138.29,1.76,1.27
6783.5,136.62,0.98,1.27
6784.5,141.46,1.03,1.27
6785.5,135.55,0.00,1.27
6786.5,140.43,0.32,1.27
6787.5,139.29,0.00,1.27
6788.5,142.73,0.00,1.27
6789.5,140.63,0.14,1.27
6790.5,127.38,0.24,1.27
6791.5,124.84,0.03,1.27
6792.5,125.61,0.30,1.27
6793.5,126.74,0.12,1.27
6794.5,121.71,6.04,1.27
6795.5,123.18,0.00,1.27
6796.5,118.85,6.61,1.27
6797.5,111.13,0.00,1.27
6798.5,110.31,0.00,1.27
6799.5,110.94,0.00,1.27
6800.5,113.88,0.04,1.27
6801.5,111.16,0.00,1.26
6802.5,101.96,0.00,1.27
6803.5,83.69,9.96,1.27
6804.5,85.09,0.00,1.27
6805.5,85.31,0.00,1.27
6806.5,86.61,0.00,1.27
6807.5,86.48,0.00,1.27
6808.5,84.10,0.00,1.27
6809.5,76.87,0.00,1.27
6810.5,69.63,0.00,1.27
6811.5,63.41,0.00,1.27
6812.5,62.13,0.00,1.27
6813.5,66.17,0.00,1.27
6814.5,64.65,0.00,1.27
6815.5,64.62,0.00,1.27
6816.5,57.86,0.00,1.27
6817.5,54.39,0.00,1.27
6818.5,55.05,0.00,1.27
6819.5,55.81,0.00,1.27
6820.5,54.50,0.00,1.27
6821.5,54.36,0.00,1.27
6822.5,53.74,0.00,1.27
6823.5,53.39,0.00,1.27
6824.5,53.93,0.00,1.27
6825.5,45.54,0.00,1.27
6826.5,54.83,0.00,1.27
6827.5,53.15,0.00,1.27
6828.5,54.12,0.00,1.27
6829.5,53.13,0.00,1.27
6830.5,53.07,0.00,1.27
6831.5,52.82,0.00,1.27
6832.5,53.28,0.00,1.27
6833.5,53.05,0.00,1.27
6834.5,52.90,0.00,1.27
6835.5,52.73,0.00,1.27
6836.5,51.54,0.00,1.27
6837.5,52.16,0.04,1.27
6838.5,47.28,4.57,1.27
6839.5,53.14,0.00,1.27
6840.5,51.64,0.00,1.27
6841.5,52.77,0.00,1.27
6842.5,52.32,0.00,1.27
6843.5,46.83,4.86,1.27
6844.5,32.24,20.74,1.27
6845.5,28.43,23.47,1.27
6846.5,30.31,20.92,1.27
6847.5,52.26,0.00,1.27
6848.5,50.91,0.00,1.27
6849.5,24.76,27.74,1.27
6850.5,15.62,29.97,1.27
6851.5,15.83,30.94,1.27
6852.5,19.80,25.06,1.27
6853.5,15.67,30.82,1.27
6854.5,16.23,29.84,1.27
6855.5,17.46,28.35,1.27
6856.5,14.21,31.35,1.27
6857.5,15.91,29.63,1.27
6858.5,15.00,30.62,1.27
6859.5,15.32,33.78,1.27
6860.5,17.38,29.04,1.27
6861.5,16.08,30.77,1.27
6862.5,15.43,31.73,1.27
6863.5,15.99,30.41,1.27
6864.5,31.75,16.13,1.27
